Filename,Src,Tar,Src Pred.,Src Conf.,Tar Pred.,Tar Conf.,Similarity,Src Des,Tar Des
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0004/Chris Evans_fake.png,Emma Watson,Chris Evans,Emma Watson,0.9956080317497253,,,0.7901422,'Emma Watson smiling for the camera' with confidence 94.50%,'a woman smiling for the camera' with confidence 97.46%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0004/Brad Pitt_fake.png,Emma Watson,Brad Pitt,Emma Watson,0.9956080317497253,Emma Watson,0.9804317355155945,0.9392173,'Emma Watson smiling for the camera' with confidence 94.50%,'Emma Watson smiling for the camera' with confidence 93.88%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0004/Amir Khan_fake.png,Emma Watson,Amir Khan,Emma Watson,0.9956080317497253,,,0.687354743,'Emma Watson smiling for the camera' with confidence 94.50%,'a woman smiling for the camera' with confidence 96.00%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0005/Nicole Kidman_fake.png,Emma Watson,Nicole Kidman,Emma Watson,0.9996912479400635,,,0.754014,'Emma Watson smiling and posing for the camera' with confidence 94.21%,'a woman smiling for the camera' with confidence 94.35%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0005/Jake Gyllenhaal_fake.png,Emma Watson,Jake Gyllenhaal,Emma Watson,0.9996912479400635,,,0.552329063,'Emma Watson smiling and posing for the camera' with confidence 94.21%,'a woman wearing glasses and smiling at the camera' with confidence 78.57%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0005/Jude Law_fake.png,Emma Watson,Jude Law,Emma Watson,0.9996912479400635,Emma Watson,0.9890331029891968,0.92016983,'Emma Watson smiling and posing for the camera' with confidence 94.21%,'Emma Watson smiling for the camera' with confidence 97.83%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0005/Joseph Gordon-Levitt_fake.png,Emma Watson,Joseph Gordon-Levitt,Emma Watson,0.9996912479400635,Emma Watson,0.9807588458061218,0.8478867,'Emma Watson smiling and posing for the camera' with confidence 94.21%,'Emma Watson smiling for the camera' with confidence 94.69%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0008/Kate Beckinsale_fake.png,Emma Watson,Kate Beckinsale,Emma Watson,0.9993234872817993,Emma Watson,0.9932337403297424,0.8105596,'Emma Watson posing for the camera' with confidence 94.17%,'Emma Watson posing for the camera' with confidence 96.26%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0008/Chloe Grace Moretz_fake.png,Emma Watson,Chloe Grace Moretz,Emma Watson,0.9993234872817993,Emma Watson,0.8766003847122192,0.823824942,'Emma Watson posing for the camera' with confidence 94.17%,'Emma Watson posing for the camera' with confidence 93.27%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0008/Randall Park_fake.png,Emma Watson,Randall Park,Emma Watson,0.9993234872817993,Emma Watson,0.9855146408081055,0.9145624,'Emma Watson posing for the camera' with confidence 94.17%,'Emma Watson posing for the camera' with confidence 93.10%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0008/Will Ferrell_fake.png,Emma Watson,Will Ferrell,Emma Watson,0.9993234872817993,Emma Watson,0.9432169198989868,0.7519667,'Emma Watson posing for the camera' with confidence 94.17%,'Emma Watson posing for the camera' with confidence 95.93%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0002/Tom Hanks_fake.png,Emma Watson,Tom Hanks,Emma Watson,0.9912302494049072,Emma Watson,0.9148757457733154,0.883442163,'Emma Watson smiling for the camera' with confidence 96.67%,'Emma Watson smiling for the camera' with confidence 97.28%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0002/Scarlett Johansson_fake.png,Emma Watson,Scarlett Johansson,Emma Watson,0.9912302494049072,,,0.8181854,'Emma Watson smiling for the camera' with confidence 96.67%,'a woman smiling for the camera' with confidence 95.94%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0002/Edward Norton_fake.png,Emma Watson,Edward Norton,Emma Watson,0.9912302494049072,Emma Watson,0.9880395531654358,0.8888806,'Emma Watson smiling for the camera' with confidence 96.67%,'Emma Watson smiling for the camera' with confidence 96.87%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0002/John Travolta_fake.png,Emma Watson,John Travolta,Emma Watson,0.9912302494049072,,,0.7580621,'Emma Watson smiling for the camera' with confidence 96.67%,'a woman looking at the camera' with confidence 92.89%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0003/Randall Park_fake.png,Emma Watson,Randall Park,Emma Watson,0.9999852180480957,Emma Watson,0.9999552965164185,0.9189802,'Emma Watson looking at the camera' with confidence 91.42%,'Emma Watson looking at the camera' with confidence 91.50%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0003/Scarlett Johansson_fake.png,Emma Watson,Scarlett Johansson,Emma Watson,0.9999852180480957,Emma Watson,0.9999703168869019,0.8636283,'Emma Watson looking at the camera' with confidence 91.42%,'Emma Watson posing for the camera' with confidence 95.94%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0003/Charlize Theron_fake.png,Emma Watson,Charlize Theron,Emma Watson,0.9999852180480957,Emma Watson,0.9997610449790955,0.9241615,'Emma Watson looking at the camera' with confidence 91.42%,'Emma Watson looking at the camera' with confidence 91.29%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0003/Miley Cyrus_fake.png,Emma Watson,Miley Cyrus,Emma Watson,0.9999852180480957,Emma Watson,0.9961228966712952,0.7030649,'Emma Watson looking at the camera' with confidence 91.42%,'Emma Watson looking at the camera' with confidence 91.52%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0007/Famke Janssen_fake.png,Emma Watson,Famke Janssen,Emma Watson,0.9997473359107971,Emma Watson,0.965506374835968,0.741507769,'Emma Watson looking at the camera' with confidence 91.48%,'Emma Watson looking at the camera' with confidence 95.22%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0007/Jake Gyllenhaal_fake.png,Emma Watson,Jake Gyllenhaal,Emma Watson,0.9997473359107971,,,0.5246209,'Emma Watson looking at the camera' with confidence 91.48%,'a woman looking at the camera' with confidence 95.68%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0007/Chris Hemsworth_fake.png,Emma Watson,Chris Hemsworth,Emma Watson,0.9997473359107971,Emma Watson,0.9878790974617004,0.902209461,'Emma Watson looking at the camera' with confidence 91.48%,'Emma Watson looking at the camera' with confidence 91.75%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0007/Mark Wahlberg_fake.png,Emma Watson,Mark Wahlberg,Emma Watson,0.9997473359107971,Emma Watson,0.989443838596344,0.8927677,'Emma Watson looking at the camera' with confidence 91.48%,'Emma Watson looking at the camera' with confidence 92.31%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0006/Ryan Gosling_fake.png,Emma Watson,Ryan Gosling,Emma Watson,0.9984555244445801,,,0.8533528,'Emma Watson who is smiling and looking at the camera' with confidence 81.14%,'a person who is smiling and looking at the camera' with confidence 78.38%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0006/Edward Norton_fake.png,Emma Watson,Edward Norton,Emma Watson,0.9984555244445801,Emma Watson,0.9574387073516846,0.9162233,'Emma Watson who is smiling and looking at the camera' with confidence 81.14%,'Emma Watson who is smiling and looking at the camera' with confidence 84.63%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0006/Jake Gyllenhaal_fake.png,Emma Watson,Jake Gyllenhaal,Emma Watson,0.9984555244445801,,,0.582204,'Emma Watson who is smiling and looking at the camera' with confidence 81.14%,'a woman who is smiling and looking at the camera' with confidence 86.25%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Emma Watson/id11_0006/Gwyneth Paltrow_fake.png,Emma Watson,Gwyneth Paltrow,Emma Watson,0.9984555244445801,Emma Watson,0.8396015763282776,0.9117591,'Emma Watson who is smiling and looking at the camera' with confidence 81.14%,'Emma Watson posing for the camera' with confidence 95.80%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0001/Gerard Butler_fake.png,Megan Fox,Gerard Butler,Megan Fox,0.9743108749389648,,,0.838574648,'a close up of Megan Fox' with confidence 96.20%,'a close up of a woman' with confidence 95.60%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0001/Chris Pine_fake.png,Megan Fox,Chris Pine,Megan Fox,0.9743108749389648,,,0.712817252,'a close up of Megan Fox' with confidence 96.20%,'a woman looking at the camera' with confidence 93.10%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0001/Randall Park_fake.png,Megan Fox,Randall Park,Megan Fox,0.9743108749389648,,,0.8806826,'a close up of Megan Fox' with confidence 96.20%,'a close up of a woman' with confidence 96.62%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0001/Shia LaBeouf_fake.png,Megan Fox,Shia LaBeouf,Megan Fox,0.9743108749389648,,,0.8908113,'a close up of Megan Fox' with confidence 96.20%,'a close up of a woman' with confidence 96.34%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0003/Gal Gadot_fake.png,Megan Fox,Gal Gadot,Megan Fox,0.9969645142555237,,,0.843719,'a close up of Megan Fox' with confidence 97.21%,'a close up of a woman' with confidence 94.48%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0003/Jim Carrey_fake.png,Megan Fox,Jim Carrey,Megan Fox,0.9969645142555237,Megan Fox,0.8448370695114136,0.9075366,'a close up of Megan Fox' with confidence 97.21%,'a close up of Megan Fox' with confidence 97.23%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0003/Natalie Portman_fake.png,Megan Fox,Natalie Portman,Megan Fox,0.9969645142555237,,,0.751401842,'a close up of Megan Fox' with confidence 97.21%,'a close up of a woman' with confidence 97.27%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0003/Angelina Jolie_fake.png,Megan Fox,Angelina Jolie,Megan Fox,0.9969645142555237,Megan Fox,0.9979432225227356,0.8771377,'a close up of Megan Fox' with confidence 97.21%,'a close up of Megan Fox' with confidence 97.33%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0006/Denzel Washington_fake.png,Megan Fox,Denzel Washington,Megan Fox,0.997653067111969,Megan Fox,0.9259562492370605,0.621859968,'Megan Fox smiling for the camera' with confidence 97.01%,'Megan Fox smiling for the camera' with confidence 96.23%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0006/Anne Hathaway_fake.png,Megan Fox,Anne Hathaway,Megan Fox,0.997653067111969,Megan Fox,0.9146267175674438,0.8239048,'Megan Fox smiling for the camera' with confidence 97.01%,'Megan Fox smiling for the camera' with confidence 96.27%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0006/Miley Cyrus_fake.png,Megan Fox,Miley Cyrus,Megan Fox,0.997653067111969,,,0.746036232,'Megan Fox smiling for the camera' with confidence 97.01%,'a woman smiling for the camera' with confidence 95.67%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0006/Mark Wahlberg_fake.png,Megan Fox,Mark Wahlberg,Megan Fox,0.997653067111969,Megan Fox,0.7945524454116821,0.875836849,'Megan Fox smiling for the camera' with confidence 97.01%,'Megan Fox smiling for the camera' with confidence 96.88%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0007/Famke Janssen_fake.png,Megan Fox,Famke Janssen,,,,,0.8151928,'a woman smiling for the camera' with confidence 92.71%,'a woman looking at the camera' with confidence 94.67%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0007/Will Smith_fake.png,Megan Fox,Will Smith,,,,,0,'a woman smiling for the camera' with confidence 92.71%,'a person looking at the camera' with confidence 84.48%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0007/Emma Stone_fake.png,Megan Fox,Emma Stone,,,,,0.8501511,'a woman smiling for the camera' with confidence 92.71%,'a woman looking at the camera' with confidence 93.57%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0007/Kate Winslet_fake.png,Megan Fox,Kate Winslet,,,,,0.8519497,'a woman smiling for the camera' with confidence 92.71%,'a woman smiling for the camera' with confidence 94.61%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0000/Jessica Alba_fake.png,Megan Fox,Jessica Alba,Megan Fox,0.999670147895813,Megan Fox,0.7849364280700684,0.8311446,'Megan Fox posing for the camera' with confidence 98.27%,'Megan Fox posing for the camera' with confidence 97.61%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0000/Evangeline Lilly_fake.png,Megan Fox,Evangeline Lilly,Megan Fox,0.999670147895813,Megan Fox,0.9414640069007874,0.825617,'Megan Fox posing for the camera' with confidence 98.27%,'Megan Fox posing for the camera' with confidence 97.69%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0000/Angelina Jolie_fake.png,Megan Fox,Angelina Jolie,Megan Fox,0.999670147895813,Megan Fox,0.9924933314323425,0.8795238,'Megan Fox posing for the camera' with confidence 98.27%,'Megan Fox posing for the camera' with confidence 98.37%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0000/Russell Crowe_fake.png,Megan Fox,Russell Crowe,Megan Fox,0.999670147895813,,,0.668974,'Megan Fox posing for the camera' with confidence 98.27%,'a woman posing for the camera' with confidence 97.04%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0008/Ben Affleck_fake.png,Megan Fox,Ben Affleck,Megan Fox,0.9982661604881287,,,0.7176924,'a close up of Megan Fox' with confidence 95.17%,'a woman looking at the camera' with confidence 94.27%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0008/Jim Carrey_fake.png,Megan Fox,Jim Carrey,Megan Fox,0.9982661604881287,Megan Fox,0.90218186378479,0.884241939,'a close up of Megan Fox' with confidence 95.17%,'Megan Fox looking at the camera' with confidence 93.27%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0008/Chris Hemsworth_fake.png,Megan Fox,Chris Hemsworth,Megan Fox,0.9982661604881287,Megan Fox,0.9638755321502686,0.8962952,'a close up of Megan Fox' with confidence 95.17%,'Megan Fox looking at the camera' with confidence 93.16%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0008/Russell Crowe_fake.png,Megan Fox,Russell Crowe,Megan Fox,0.9982661604881287,Megan Fox,0.9398874044418335,0.74120605,'a close up of Megan Fox' with confidence 95.17%,'a close up of Megan Fox' with confidence 94.73%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0004/Jennifer Lawrence_fake.png,Megan Fox,Jennifer Lawrence,Megan Fox,0.9648526906967163,Megan Fox,0.9870095252990723,0.9063758,'Megan Fox looking at the camera' with confidence 92.33%,'Megan Fox looking at the camera' with confidence 92.16%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0004/Ben Affleck_fake.png,Megan Fox,Ben Affleck,Megan Fox,0.9648526906967163,,,0.61517626,'Megan Fox looking at the camera' with confidence 92.33%,'a woman looking at the camera' with confidence 92.65%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0004/Yang Lan_fake.png,Megan Fox,Yang Lan,Megan Fox,0.9648526906967163,Megan Fox,0.8891685605049133,0.7100958,'Megan Fox looking at the camera' with confidence 92.33%,'a close up of Megan Fox' with confidence 94.09%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0004/Mark Wahlberg_fake.png,Megan Fox,Mark Wahlberg,Megan Fox,0.9648526906967163,,,0.9226133,'Megan Fox looking at the camera' with confidence 92.33%,'a woman looking at the camera' with confidence 92.98%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0005/Keira Knightley_fake.png,Megan Fox,Keira Knightley,Megan Fox,0.7934529185295105,Megan Fox,0.858976423740387,0.877872944,'a close up of Megan Fox' with confidence 95.01%,'a close up of Megan Fox' with confidence 96.31%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0005/Natalie Portman_fake.png,Megan Fox,Natalie Portman,Megan Fox,0.7934529185295105,,,0.732925355,'a close up of Megan Fox' with confidence 95.01%,'a close up of a woman' with confidence 94.73%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0005/John Travolta_fake.png,Megan Fox,John Travolta,Megan Fox,0.7934529185295105,,,0.8062345,'a close up of Megan Fox' with confidence 95.01%,'a woman looking at the camera' with confidence 90.67%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0005/Gwyneth Paltrow_fake.png,Megan Fox,Gwyneth Paltrow,Megan Fox,0.7934529185295105,,,0.885260761,'a close up of Megan Fox' with confidence 95.01%,'a close up of a woman' with confidence 93.86%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0009/Ryan Reynolds_fake.png,Megan Fox,Ryan Reynolds,,,,,0.556576133,'a close up of a woman' with confidence 96.41%,'a woman smiling for the camera' with confidence 97.03%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0009/Shia LaBeouf_fake.png,Megan Fox,Shia LaBeouf,,,,,0.854270041,'a close up of a woman' with confidence 96.41%,'a close up of a woman' with confidence 95.88%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0009/Chris Evans_fake.png,Megan Fox,Chris Evans,,,,,0.8348687,'a close up of a woman' with confidence 96.41%,'a woman smiling for the camera' with confidence 97.72%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0009/Joseph Gordon-Levitt_fake.png,Megan Fox,Joseph Gordon-Levitt,,,,,0.7832457,'a close up of a woman' with confidence 96.41%,'a woman smiling for the camera' with confidence 97.96%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0002/Tom Hanks_fake.png,Megan Fox,Tom Hanks,Megan Fox,0.9982466697692871,Megan Fox,0.9926060438156128,0.9162818,'Megan Fox posing for the camera' with confidence 96.53%,'Megan Fox posing for the camera' with confidence 96.12%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0002/Carrie-Anne Moss_fake.png,Megan Fox,Carrie-Anne Moss,Megan Fox,0.9982466697692871,Megan Fox,0.7309080362319946,0.880600452,'Megan Fox posing for the camera' with confidence 96.53%,'Megan Fox looking at the camera' with confidence 93.22%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0002/Jake Gyllenhaal_fake.png,Megan Fox,Jake Gyllenhaal,Megan Fox,0.9982466697692871,,,0,'Megan Fox posing for the camera' with confidence 96.53%,'a woman looking at the camera' with confidence 92.63%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Megan Fox/id46_0002/Eva Mendes_fake.png,Megan Fox,Eva Mendes,Megan Fox,0.9982466697692871,Megan Fox,0.9740390181541443,0.872921348,'Megan Fox posing for the camera' with confidence 96.53%,'Megan Fox looking at the camera' with confidence 94.50%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Russell Crowe/id32_0001/Jennifer Lawrence_fake.png,Russell Crowe,Jennifer Lawrence,Russell Crowe,0.9998145699501038,Russell Crowe,0.9997155070304871,0.9551303,'Russell Crowe looking at the camera' with confidence 87.43%,'Russell Crowe looking at the camera' with confidence 91.60%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Russell Crowe/id32_0001/Gal Gadot_fake.png,Russell Crowe,Gal Gadot,Russell Crowe,0.9998145699501038,Russell Crowe,0.9992296695709229,0.92220366,'Russell Crowe looking at the camera' with confidence 87.43%,'Russell Crowe looking at the camera' with confidence 92.42%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Russell Crowe/id32_0001/Ben Affleck_fake.png,Russell Crowe,Ben Affleck,Russell Crowe,0.9998145699501038,,,0.617722631,'Russell Crowe looking at the camera' with confidence 87.43%,'a man looking at the camera' with confidence 92.51%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Russell Crowe/id32_0001/Brad Pitt_fake.png,Russell Crowe,Brad Pitt,Russell Crowe,0.9998145699501038,Russell Crowe,0.9998598098754883,0.9375675,'Russell Crowe looking at the camera' with confidence 87.43%,'Russell Crowe looking at the camera' with confidence 88.61%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Russell Crowe/id32_0006/Jim Carrey_fake.png,Russell Crowe,Jim Carrey,,,,,0.9299821,'a man looking at the camera' with confidence 89.96%,'a man looking at the camera' with confidence 88.26%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Russell Crowe/id32_0006/Yang Lan_fake.png,Russell Crowe,Yang Lan,,,,,0.8882667,'a man looking at the camera' with confidence 89.96%,'a man looking at the camera' with confidence 91.96%
/home/sha/project/adversarial_deepfake/src/Similarity/FOM-Talking/Russell Crowe/id32_0006/Will Smith_fake.png,Russell Crowe,Will Smith,,,,,0,'a man looking at the camera' with confidence 89.96%,'a man looking at the camera' with confidence 86.96%
