Filename,Src,Tar,Src Pred.,Src Conf.,Tar Pred.,Tar Conf.,Similarity,Src Des,Tar Des
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Brad Pitt.jpg,Aamir Khan,Brad Pitt,Aamir Khan,0.9835174083709717,,,0,'Aamir Khan looking at the camera' with confidence 89.32%,'a man posing for the camera' with confidence 96.65%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Barack Obama.jpg,Aamir Khan,Barack Obama,Aamir Khan,0.9835174083709717,,,0,'Aamir Khan looking at the camera' with confidence 89.32%,'a man smiling for the camera' with confidence 95.01%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Chris Hemsworth.jpg,Aamir Khan,Chris Hemsworth,Aamir Khan,0.9835174083709717,,,0,'Aamir Khan looking at the camera' with confidence 89.32%,'a man and boy posing for the camera' with confidence 80.28%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Cristiano Ronaldo.jpg,Aamir Khan,Cristiano Ronaldo,Aamir Khan,0.9835174083709717,,,0,'Aamir Khan looking at the camera' with confidence 89.32%,'a man and boy posing for the camera' with confidence 75.36%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Chris Evans.jpg,Aamir Khan,Chris Evans,Aamir Khan,0.9835174083709717,,,0,'Aamir Khan looking at the camera' with confidence 89.32%,'a man looking at the camera' with confidence 93.15%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Donald Trump.jpg,Aamir Khan,Donald Trump,Aamir Khan,0.9835174083709717,,,0,'Aamir Khan looking at the camera' with confidence 89.32%,'a man looking at the camera' with confidence 89.80%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Shah Rukh Khan.jpg,Aamir Khan,Shah Rukh Khan,Aamir Khan,0.9835174083709717,,,0.5785137,'Aamir Khan looking at the camera' with confidence 89.32%,'a man looking at the camera' with confidence 93.01%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Aamir Khan/Daniel Radcliffe.jpg,Aamir Khan,Daniel Radcliffe,Aamir Khan,0.9835174083709717,,,0.533641636,'Aamir Khan looking at the camera' with confidence 89.32%,'a man and boy posing for the camera' with confidence 81.00%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/IU.jpg,Emma Stone,IU,Emma Stone,0.9910504817962646,,,0.6582638,'a close up of Emma Stone' with confidence 93.12%,'a close up of a woman' with confidence 95.95%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Scarlett Johansson.jpg,Emma Stone,Scarlett Johansson,Emma Stone,0.9910504817962646,,,0.6570285,'a close up of Emma Stone' with confidence 93.12%,'a close up of a girl' with confidence 94.51%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Emma Watson.jpg,Emma Stone,Emma Watson,Emma Stone,0.9910504817962646,,,0.6986263,'a close up of Emma Stone' with confidence 93.12%,'a close up of a woman' with confidence 96.97%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Madhuri Dixit.jpg,Emma Stone,Madhuri Dixit,Emma Stone,0.9910504817962646,,,0.5965667,'a close up of Emma Stone' with confidence 93.12%,'a close up of a woman' with confidence 95.78%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Ariana Grande.jpg,Emma Stone,Ariana Grande,Emma Stone,0.9910504817962646,Lauren Jbara,0.827552318572998,0,'a close up of Emma Stone' with confidence 93.12%,'a close up of a boy and a girl posing for a picture' with confidence 70.12%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Rihanna.jpg,Emma Stone,Rihanna,Emma Stone,0.9910504817962646,,,0.502311468,'a close up of Emma Stone' with confidence 93.12%,'a close up of a boy and a girl posing for a photo' with confidence 62.31%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Angelina Jolie.jpg,Emma Stone,Angelina Jolie,Emma Stone,0.9910504817962646,,,0.643910348,'a close up of Emma Stone' with confidence 93.12%,'a close up of a woman' with confidence 96.82%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Tamannaah.jpg,Emma Stone,Tamannaah,Emma Stone,0.9910504817962646,,,0.540616453,'a close up of Emma Stone' with confidence 93.12%,'a close up of a woman' with confidence 96.34%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Emma Stone/Billie Eilish.jpg,Emma Stone,Billie Eilish,Emma Stone,0.9910504817962646,,,0.6839302,'a close up of Emma Stone' with confidence 93.12%,'a close up of a girl' with confidence 93.94%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Aamir Khan.jpg,Chris Hemsworth,Aamir Khan,Chris Hemsworth,0.9976474642753601,,,0.64274615,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a person posing for the camera' with confidence 97.14%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Tom Cruise.jpg,Chris Hemsworth,Tom Cruise,Chris Hemsworth,0.9976474642753601,Tom Cruise,0.9943841695785522,0.5759461,'Chris Hemsworth looking at the camera' with confidence 80.90%,'Tom Cruise smiling for the camera' with confidence 95.54%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Brad Pitt.jpg,Chris Hemsworth,Brad Pitt,Chris Hemsworth,0.9976474642753601,,,0.670035839,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a man smiling for the camera' with confidence 95.54%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Barack Obama.jpg,Chris Hemsworth,Barack Obama,Chris Hemsworth,0.9976474642753601,,,0.519374847,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a man smiling for the camera' with confidence 93.92%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Cristiano Ronaldo.jpg,Chris Hemsworth,Cristiano Ronaldo,Chris Hemsworth,0.9976474642753601,,,0.50214833,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a person posing for the camera' with confidence 97.45%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Chris Evans.jpg,Chris Hemsworth,Chris Evans,Chris Hemsworth,0.9976474642753601,,,0.6558236,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a person posing for the camera' with confidence 95.76%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Donald Trump.jpg,Chris Hemsworth,Donald Trump,Chris Hemsworth,0.9976474642753601,,,0,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a person posing for the camera' with confidence 94.53%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Shah Rukh Khan.jpg,Chris Hemsworth,Shah Rukh Khan,Chris Hemsworth,0.9976474642753601,,,0,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a man smiling for the camera' with confidence 93.92%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Chris Hemsworth/Daniel Radcliffe.jpg,Chris Hemsworth,Daniel Radcliffe,Chris Hemsworth,0.9976474642753601,,,0.5312347,'Chris Hemsworth looking at the camera' with confidence 80.90%,'a person posing for the camera' with confidence 96.75%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Aamir Khan.jpg,Donald Trump,Aamir Khan,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a man looking at the camera' with confidence 85.48%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Tom Cruise.jpg,Donald Trump,Tom Cruise,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a person posing for the camera' with confidence 94.43%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Brad Pitt.jpg,Donald Trump,Brad Pitt,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a person posing for the camera' with confidence 94.34%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Barack Obama.jpg,Donald Trump,Barack Obama,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a person posing for the camera' with confidence 93.40%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Chris Hemsworth.jpg,Donald Trump,Chris Hemsworth,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a person posing for the camera' with confidence 93.08%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Cristiano Ronaldo.jpg,Donald Trump,Cristiano Ronaldo,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a person posing for the camera' with confidence 92.22%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Chris Evans.jpg,Donald Trump,Chris Evans,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a person posing for the camera' with confidence 90.31%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Shah Rukh Khan.jpg,Donald Trump,Shah Rukh Khan,Donald Trump,0.9999744892120361,,,0,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a close up of a man and woman posing for the camera' with confidence 66.32%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Donald Trump/Daniel Radcliffe.jpg,Donald Trump,Daniel Radcliffe,Donald Trump,0.9999744892120361,,,0.5359201,'Donald Trump wearing a suit and tie' with confidence 95.88%,'a person posing for the camera' with confidence 94.63%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/IU.jpg,Rihanna,IU,Rihanna,0.9765369892120361,,,0,'Rihanna smiling for the camera' with confidence 96.40%,'a close up of a woman' with confidence 96.84%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Emma Stone.jpg,Rihanna,Emma Stone,Rihanna,0.9765369892120361,Rihanna,0.8531737327575684,0.7134582,'Rihanna smiling for the camera' with confidence 96.40%,'a close up of Rihanna' with confidence 97.03%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Scarlett Johansson.jpg,Rihanna,Scarlett Johansson,Rihanna,0.9765369892120361,,,0.7925252,'Rihanna smiling for the camera' with confidence 96.40%,'a woman posing for the camera' with confidence 98.78%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Emma Watson.jpg,Rihanna,Emma Watson,Rihanna,0.9765369892120361,,,0.6527331,'Rihanna smiling for the camera' with confidence 96.40%,'a woman posing for the camera' with confidence 98.35%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Madhuri Dixit.jpg,Rihanna,Madhuri Dixit,Rihanna,0.9765369892120361,,,0.5975636,'Rihanna smiling for the camera' with confidence 96.40%,'a woman posing for the camera' with confidence 97.01%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Ariana Grande.jpg,Rihanna,Ariana Grande,Rihanna,0.9765369892120361,,,0.602935,'Rihanna smiling for the camera' with confidence 96.40%,'a close up of a woman' with confidence 97.65%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Angelina Jolie.jpg,Rihanna,Angelina Jolie,Rihanna,0.9765369892120361,,,0.6655981,'Rihanna smiling for the camera' with confidence 96.40%,'a close up of a woman' with confidence 97.72%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Tamannaah.jpg,Rihanna,Tamannaah,Rihanna,0.9765369892120361,,,0.659442544,'Rihanna smiling for the camera' with confidence 96.40%,'a close up of a woman' with confidence 97.91%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Rihanna/Billie Eilish.jpg,Rihanna,Billie Eilish,Rihanna,0.9765369892120361,,,0.7849759,'Rihanna smiling for the camera' with confidence 96.40%,'a close up of Rihanna' with confidence 97.74%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Aamir Khan.jpg,Brad Pitt,Aamir Khan,Brad Pitt,0.9342749118804932,,,0.531663358,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling and looking at the camera' with confidence 97.22%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Tom Cruise.jpg,Brad Pitt,Tom Cruise,Brad Pitt,0.9342749118804932,,,0.635365844,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling and looking at the camera' with confidence 98.19%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Barack Obama.jpg,Brad Pitt,Barack Obama,Brad Pitt,0.9342749118804932,,,0.6885746,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling and looking at the camera' with confidence 97.50%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Chris Hemsworth.jpg,Brad Pitt,Chris Hemsworth,Brad Pitt,0.9342749118804932,,,0.6551496,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling at the camera' with confidence 98.04%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Cristiano Ronaldo.jpg,Brad Pitt,Cristiano Ronaldo,Brad Pitt,0.9342749118804932,,,0.5547659,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling and looking at the camera' with confidence 96.62%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Chris Evans.jpg,Brad Pitt,Chris Evans,Brad Pitt,0.9342749118804932,,,0,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling and looking at the camera' with confidence 95.81%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Donald Trump.jpg,Brad Pitt,Donald Trump,Brad Pitt,0.9342749118804932,,,0,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling at the camera' with confidence 96.04%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Shah Rukh Khan.jpg,Brad Pitt,Shah Rukh Khan,Brad Pitt,0.9342749118804932,,,0.532882154,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a close up of a man smiling for the camera' with confidence 95.53%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Brad Pitt/Daniel Radcliffe.jpg,Brad Pitt,Daniel Radcliffe,Brad Pitt,0.9342749118804932,,,0,'Brad Pitt wearing a suit and tie smiling at the camera' with confidence 97.35%,'a man wearing a suit and tie smiling at the camera' with confidence 97.83%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Emma Stone.jpg,IU,Emma Stone,,,,,0.6614343,'a person sitting in a chair' with confidence 25.33%,'a person with pink hair looking at the camera' with confidence 84.17%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Scarlett Johansson.jpg,IU,Scarlett Johansson,,,,,0,'a person sitting in a chair' with confidence 25.33%,'a person posing for the camera' with confidence 96.22%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Emma Watson.jpg,IU,Emma Watson,,,,,0,'a person sitting in a chair' with confidence 25.33%,'a person with pink hair looking at the camera' with confidence 84.90%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Madhuri Dixit.jpg,IU,Madhuri Dixit,,,,,0,'a person sitting in a chair' with confidence 25.33%,'a woman with pink hair taking a selfie' with confidence 82.65%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Ariana Grande.jpg,IU,Ariana Grande,,,,,0,'a person sitting in a chair' with confidence 25.33%,'a close up of a woman' with confidence 95.80%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Rihanna.jpg,IU,Rihanna,,,,,0,'a person sitting in a chair' with confidence 25.33%,'a close up of a woman' with confidence 96.22%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Angelina Jolie.jpg,IU,Angelina Jolie,,,,,0,'a person sitting in a chair' with confidence 25.33%,'a close up of a woman' with confidence 94.94%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Tamannaah.jpg,IU,Tamannaah,,,,,0,'a person sitting in a chair' with confidence 25.33%,'a close up of a woman with purple hair' with confidence 89.73%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/IU/Billie Eilish.jpg,IU,Billie Eilish,,,,,0.507353544,'a person sitting in a chair' with confidence 25.33%,'a close up of a person with pink hair looking at the camera' with confidence 84.23%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Aamir Khan.jpg,Tom Cruise,Aamir Khan,Tom Cruise,0.9999961853027344,Tom Cruise,0.9232833385467529,0.64521414,'Tom Cruise smiling for the camera' with confidence 95.90%,'Tom Cruise smiling for the camera' with confidence 98.21%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Brad Pitt.jpg,Tom Cruise,Brad Pitt,Tom Cruise,0.9999961853027344,Tom Cruise,0.763142466545105,0.6099584,'Tom Cruise smiling for the camera' with confidence 95.90%,'Tom Cruise smiling for the camera' with confidence 98.64%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Barack Obama.jpg,Tom Cruise,Barack Obama,Tom Cruise,0.9999961853027344,,,0.5194595,'Tom Cruise smiling for the camera' with confidence 95.90%,'a man smiling for the camera' with confidence 98.81%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Chris Hemsworth.jpg,Tom Cruise,Chris Hemsworth,Tom Cruise,0.9999961853027344,Tom Cruise,0.7556939125061035,0.572536051,'Tom Cruise smiling for the camera' with confidence 95.90%,'a man smiling for the camera' with confidence 98.07%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Cristiano Ronaldo.jpg,Tom Cruise,Cristiano Ronaldo,Tom Cruise,0.9999961853027344,,,0.577370346,'Tom Cruise smiling for the camera' with confidence 95.90%,'a man smiling for the camera' with confidence 98.52%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Chris Evans.jpg,Tom Cruise,Chris Evans,Tom Cruise,0.9999961853027344,,,0.6115657,'Tom Cruise smiling for the camera' with confidence 95.90%,'a man smiling for the camera' with confidence 98.03%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Donald Trump.jpg,Tom Cruise,Donald Trump,Tom Cruise,0.9999961853027344,,,0.6046885,'Tom Cruise smiling for the camera' with confidence 95.90%,'a person smiling for the camera' with confidence 96.00%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Shah Rukh Khan.jpg,Tom Cruise,Shah Rukh Khan,Tom Cruise,0.9999961853027344,,,0,'Tom Cruise smiling for the camera' with confidence 95.90%,'a man smiling for the camera' with confidence 98.20%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tom Cruise/Daniel Radcliffe.jpg,Tom Cruise,Daniel Radcliffe,Tom Cruise,0.9999961853027344,,,0.509923756,'Tom Cruise smiling for the camera' with confidence 95.90%,'a person smiling for the camera' with confidence 97.81%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Aamir Khan.jpg,Cristiano Ronaldo,Aamir Khan,Cristiano Ronaldo,0.9999991655349731,Cristiano Ronaldo,0.9096605181694031,0.7202701,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'Cristiano Ronaldo looking at the camera' with confidence 95.05%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Tom Cruise.jpg,Cristiano Ronaldo,Tom Cruise,Cristiano Ronaldo,0.9999991655349731,Cristiano Ronaldo,0.9921785593032837,0.6299813,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'Cristiano Ronaldo looking at the camera' with confidence 95.23%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Brad Pitt.jpg,Cristiano Ronaldo,Brad Pitt,Cristiano Ronaldo,0.9999991655349731,Cristiano Ronaldo,0.8650562763214111,0.5841164,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'Cristiano Ronaldo looking at the camera' with confidence 94.99%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Barack Obama.jpg,Cristiano Ronaldo,Barack Obama,Cristiano Ronaldo,0.9999991655349731,,,0.624142468,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'a man looking at the camera' with confidence 94.67%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Chris Hemsworth.jpg,Cristiano Ronaldo,Chris Hemsworth,Cristiano Ronaldo,0.9999991655349731,,,0,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'a man looking at the camera' with confidence 94.52%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Donald Trump.jpg,Cristiano Ronaldo,Donald Trump,Cristiano Ronaldo,0.9999991655349731,,,0,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'a person posing for the camera' with confidence 94.68%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Shah Rukh Khan.jpg,Cristiano Ronaldo,Shah Rukh Khan,Cristiano Ronaldo,0.9999991655349731,Cristiano Ronaldo,0.9989535808563232,0.650733948,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'Cristiano Ronaldo posing for the camera' with confidence 97.24%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Cristiano Ronaldo/Daniel Radcliffe.jpg,Cristiano Ronaldo,Daniel Radcliffe,Cristiano Ronaldo,0.9999991655349731,Tyler Bozak,0.9349974393844604,0.521262944,'Cristiano Ronaldo looking at the camera' with confidence 86.91%,'Tyler Bozak posing for the camera' with confidence 97.22%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/IU.jpg,Tamannaah,IU,,,,,0.5473267,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a little girl posing for a picture' with confidence 72.52%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/Emma Stone.jpg,Tamannaah,Emma Stone,,,,,0.540265858,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a close up of a person' with confidence 94.72%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/Scarlett Johansson.jpg,Tamannaah,Scarlett Johansson,,,,,0.6058822,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a person posing for the camera' with confidence 96.20%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/Emma Watson.jpg,Tamannaah,Emma Watson,,,,,0.5403161,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a group of people posing for the camera' with confidence 91.04%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/Madhuri Dixit.jpg,Tamannaah,Madhuri Dixit,,,,,0.682752967,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a woman posing for the camera' with confidence 93.67%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/Ariana Grande.jpg,Tamannaah,Ariana Grande,,,Jiah Khan,0.8189536929130554,0.6919379,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a close up of a boy and a girl posing for a picture' with confidence 53.27%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/Rihanna.jpg,Tamannaah,Rihanna,,,,,0.600565553,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a close up of a boy and a girl posing for a picture' with confidence 58.80%
/home/sha/project/adversarial_deepfake/src/Similarity/FaceApp/fake/Tamannaah/Angelina Jolie.jpg,Tamannaah,Angelina Jolie,,,,,0.612656951,'Tamannaah Bhatia in a green shirt' with confidence 72.65%,'a group of people posing for the camera' with confidence 88.28%
